--- Relatório Detalhado de Falhas de Localização ---

Arquivo                   | Score IoU
img_001397.jpg            | 0.000
img_012667.jpg            | 0.000
img_012555.jpg            | 0.000
img_002501.jpg            | 0.000
img_013427.jpg            | 0.000
img_003089.jpg            | 0.000
img_012710.jpg            | 0.000
img_000770.jpg            | 0.000
img_013578.jpg            | 0.000
img_010773.jpg            | 0.000
img_000217.jpg            | 0.000
img_002201.jpg            | 0.000
img_001489.jpg            | 0.000
img_001214.jpg            | 0.000
img_003057.jpg            | 0.000
img_001666.jpg            | 0.000
img_011317.jpg            | 0.000
img_004611.jpg            | 0.000
img_003160.jpg            | 0.000
img_001459.jpg            | 0.000
img_014679.jpg            | 0.000
img_010655.jpg            | 0.000
img_011420.jpg            | 0.000
img_010543.jpg            | 0.000
img_002613.jpg            | 0.000
img_011848.jpg            | 0.000
img_011060.jpg            | 0.000
img_000693.jpg            | 0.000
img_012632.jpg            | 0.000
img_010624.jpg            | 0.000
img_012086.jpg            | 0.000
img_002869.jpg            | 0.000
img_000256.jpg            | 0.000
img_013826.jpg            | 0.000
img_012507.jpg            | 0.000
img_001962.jpg            | 0.000
img_012189.jpg            | 0.000
img_002179.jpg            | 0.000
img_013063.jpg            | 0.000
img_001669.jpg            | 0.000
img_003049.jpg            | 0.000
img_012320.jpg            | 0.000
img_014880.jpg            | 0.000
img_001294.jpg            | 0.000
img_013508.jpg            | 0.000
img_003710.jpg            | 0.000
img_000141.jpg            | 0.000
img_001022.jpg            | 0.000
img_001559.jpg            | 0.000
img_010820.jpg            | 0.000
img_012380.jpg            | 0.000
img_010502.jpg            | 0.000
img_000644.jpg            | 0.000
img_001728.jpg            | 0.000
img_002178.jpg            | 0.000
img_001283.jpg            | 0.000
img_003831.jpg            | 0.000
img_002796.jpg            | 0.000
img_012792.jpg            | 0.000
img_001749.jpg            | 0.000
img_002101.jpg            | 0.000
img_003163.jpg            | 0.000
img_010602.jpg            | 0.000
img_013424.jpg            | 0.000
img_010799.jpg            | 0.000
img_003650.jpg            | 0.000
img_010194.jpg            | 0.000
img_000864.jpg            | 0.000
img_011020.jpg            | 0.000
img_004099.jpg            | 0.000
img_001265.jpg            | 0.000
img_011069.jpg            | 0.000
img_004807.jpg            | 0.000
img_001177.jpg            | 0.000
img_012337.jpg            | 0.000
img_011442.jpg            | 0.000
img_001056.jpg            | 0.000
img_004637.jpg            | 0.000
img_012316.jpg            | 0.000
img_011388.jpg            | 0.000
img_002752.jpg            | 0.000
img_001688.jpg            | 0.000
img_004809.jpg            | 0.000
img_000979.jpg            | 0.000
img_004546.jpg            | 0.000
img_012735.jpg            | 0.000
img_000951.jpg            | 0.000
img_003912.jpg            | 0.000
img_003587.jpg            | 0.000
img_010831.jpg            | 0.000
img_000299.jpg            | 0.000
img_004972.jpg            | 0.000
img_004737.jpg            | 0.000
img_010102.jpg            | 0.000
img_004726.jpg            | 0.000
img_013484.jpg            | 0.000
img_001188.jpg            | 0.000
img_015000.jpg            | 0.000
img_003460.jpg            | 0.000
img_013314.jpg            | 0.000
img_001116.jpg            | 0.000
img_002629.jpg            | 0.000
img_000325.jpg            | 0.000
img_003539.jpg            | 0.000
img_010388.jpg            | 0.000
img_013849.jpg            | 0.000
img_012771.jpg            | 0.000
img_013155.jpg            | 0.000
img_004757.jpg            | 0.000
img_000461.jpg            | 0.000
img_011695.jpg            | 0.000
img_012162.jpg            | 0.000
img_001155.jpg            | 0.000
img_010370.jpg            | 0.000
img_012617.jpg            | 0.000
img_011581.jpg            | 0.000
img_004155.jpg            | 0.000
img_003685.jpg            | 0.000
img_010386.jpg            | 0.000
img_001738.jpg            | 0.000
img_003048.jpg            | 0.000
img_001623.jpg            | 0.000
img_011517.jpg            | 0.000
img_012611.jpg            | 0.000
img_010378.jpg            | 0.000
img_013388.jpg            | 0.000
img_010480.jpg            | 0.000
img_011365.jpg            | 0.000
img_000617.jpg            | 0.000
img_004206.jpg            | 0.000
img_000660.jpg            | 0.000
img_010742.jpg            | 0.000
img_001600.jpg            | 0.000
img_001356.jpg            | 0.000
img_004778.jpg            | 0.000
img_004080.jpg            | 0.000
img_013724.jpg            | 0.000
img_002813.jpg            | 0.000
img_003173.jpg            | 0.000
img_004378.jpg            | 0.000
img_013844.jpg            | 0.000
img_010467.jpg            | 0.000
img_003583.jpg            | 0.000
img_004741.jpg            | 0.000
img_002857.jpg            | 0.000
img_011905.jpg            | 0.000
img_014166.jpg            | 0.000
img_003264.jpg            | 0.000
img_001663.jpg            | 0.000
img_000602.jpg            | 0.000
img_000762.jpg            | 0.000
img_012356.jpg            | 0.000
img_004645.jpg            | 0.000
img_000206.jpg            | 0.000
img_002259.jpg            | 0.000
img_000216.jpg            | 0.000
img_010411.jpg            | 0.000
img_002270.jpg            | 0.000
img_012348.jpg            | 0.000
img_010146.jpg            | 0.000
img_012131.jpg            | 0.000
img_001807.jpg            | 0.000
img_014414.jpg            | 0.000
img_000440.jpg            | 0.000
img_012126.jpg            | 0.000
img_003828.jpg            | 0.000
img_014579.jpg            | 0.000
img_014626.jpg            | 0.000
img_000284.jpg            | 0.000
img_011733.jpg            | 0.000
img_012873.jpg            | 0.000
img_000340.jpg            | 0.000
img_004199.jpg            | 0.000
img_011742.jpg            | 0.000
img_010141.jpg            | 0.000
img_003880.jpg            | 0.000
img_013654.jpg            | 0.000
img_002503.jpg            | 0.000
img_004732.jpg            | 0.000
img_004232.jpg            | 0.000
img_004919.jpg            | 0.000
img_014233.jpg            | 0.000
img_014093.jpg            | 0.000
img_001253.jpg            | 0.000
img_002626.jpg            | 0.000
img_002585.jpg            | 0.000
img_011354.jpg            | 0.000
img_003269.jpg            | 0.000
img_012000.jpg            | 0.000
img_001822.jpg            | 0.000
img_002504.jpg            | 0.000
img_001538.jpg            | 0.000
img_011000.jpg            | 0.000
img_010473.jpg            | 0.000
img_001122.jpg            | 0.000
img_004180.jpg            | 0.000
img_002745.jpg            | 0.000
img_002218.jpg            | 0.000
img_003618.jpg            | 0.000
img_010233.jpg            | 0.000
img_004421.jpg            | 0.000
img_001503.jpg            | 0.000
img_002521.jpg            | 0.000
img_011881.jpg            | 0.000
img_000368.jpg            | 0.000
img_011708.jpg            | 0.000
img_003497.jpg            | 0.000
img_001395.jpg            | 0.000
img_002922.jpg            | 0.000
img_012286.jpg            | 0.000
img_004115.jpg            | 0.000
img_004542.jpg            | 0.000
img_014615.jpg            | 0.000
img_002111.jpg            | 0.000
img_000079.jpg            | 0.000
img_004293.jpg            | 0.000
img_010552.jpg            | 0.000
img_002260.jpg            | 0.000
img_002110.jpg            | 0.000
img_011756.jpg            | 0.000
img_004700.jpg            | 0.000
img_002144.jpg            | 0.000
img_013628.jpg            | 0.000
img_000966.jpg            | 0.000
img_003295.jpg            | 0.000
img_011409.jpg            | 0.000
img_013326.jpg            | 0.000
img_004492.jpg            | 0.000
img_011119.jpg            | 0.000
img_011717.jpg            | 0.000
img_003533.jpg            | 0.000
img_012002.jpg            | 0.000
img_004478.jpg            | 0.000
img_003767.jpg            | 0.000
img_004941.jpg            | 0.000
img_000885.jpg            | 0.000
img_011181.jpg            | 0.000
img_001537.jpg            | 0.000
img_002659.jpg            | 0.000
img_001540.jpg            | 0.000
img_014968.jpg            | 0.000
img_010190.jpg            | 0.000
img_003442.jpg            | 0.000
img_004810.jpg            | 0.000
img_013944.jpg            | 0.000
img_011732.jpg            | 0.000
img_002454.jpg            | 0.000
img_011206.jpg            | 0.000
